### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,243,520,138.591,0,255,0,0,100,1,1
1,365,86,17.8486,0,255,0,0,100,1,1
2,387,161,52.8348,0,255,0,0,100,1,1
3,526,432,-94.6824,0,255,0,0,100,1,1
4,190,101,147.251,0,255,0,0,100,1,1
5,62,510,163.092,0,255,0,0,100,1,1
6,547,532,6.53486,0,255,0,0,100,1,1
7,58,33,17.4705,0,255,0,0,100,1,1
8,62,244,-86.8089,0,255,0,0,100,1,1
9,215,476,-44.1516,0,255,0,0,100,1,1
10,126,269,-16.9101,0,255,0,0,100,1,1
11,404,172,85.7279,0,255,0,0,100,1,1
12,58,96,168.784,0,255,0,0,100,1,1
13,350,544,-163.13,0,255,0,0,100,1,1
14,377,199,-96.3301,0,255,0,0,100,1,1
15,128,538,93.7386,0,255,0,0,100,1,1
16,479,494,119.403,0,255,0,0,100,1,1
17,297,413,170.403,0,255,0,0,100,1,1
18,565,353,-126.686,0,255,0,0,100,1,1
19,25,114,46.7728,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,271,507,1
1,569,174,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
