### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,339,370,68.1242,0,255,0,0,100,1,1
1,542,243,70.9153,0,255,0,0,100,1,1
2,479,318,-143.727,0,255,0,0,100,1,1
3,270,553,100.249,0,255,0,0,100,1,1
4,562,93,-168.71,0,255,0,0,100,1,1
5,160,490,172.879,0,255,0,0,100,1,1
6,27,241,-123.529,0,255,0,0,100,1,1
7,340,327,-142.78,0,255,0,0,100,1,1
8,449,252,57.7173,0,255,0,0,100,1,1
9,418,51,24.4014,0,255,0,0,100,1,1
10,40,276,-168.899,0,255,0,0,100,1,1
11,84,328,-140.505,0,255,0,0,100,1,1
12,130,329,87.7449,0,255,0,0,100,1,1
13,476,370,-119.042,0,255,0,0,100,1,1
14,473,517,10.4984,0,255,0,0,100,1,1
15,550,378,121.239,0,255,0,0,100,1,1
16,427,548,-150.754,0,255,0,0,100,1,1
17,168,494,-121.058,0,255,0,0,100,1,1
18,218,244,81.0461,0,255,0,0,100,1,1
19,198,291,-155.214,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,211,479,1
1,560,428,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
