### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
0,122,578,-94.3612,0,255,0,0,100,1,1
1,543,368,-144.985,0,255,0,0,100,1,1
2,178,109,-141.3,0,255,0,0,100,1,1
3,411,471,55.7803,0,255,0,0,100,1,1
4,266,215,-11.5612,0,255,0,0,100,1,1
5,152,462,-26.1262,0,255,0,0,100,1,1
6,352,202,163.842,0,255,0,0,100,1,1
7,559,49,-32.8004,0,255,0,0,100,1,1
8,521,134,-106.067,0,255,0,0,100,1,1
9,579,89,115.342,0,255,0,0,100,1,1
10,411,327,164.495,0,255,0,0,100,1,1
11,444,36,-47.491,0,255,0,0,100,1,1
12,258,513,159.737,0,255,0,0,100,1,1
13,236,215,-147.163,0,255,0,0,100,1,1
14,563,152,-21.4269,0,255,0,0,100,1,1
15,434,488,-64.6383,0,255,0,0,100,1,1
16,230,12,-10.5366,0,255,0,0,100,1,1
17,100,408,110.804,0,255,0,0,100,1,1
18,135,224,-36.7995,0,255,0,0,100,1,1
19,254,183,33.2577,0,255,0,0,100,1,1
20,276,481,149.644,0,255,0,0,100,1,1
21,142,330,-172.352,0,255,0,0,100,1,1
22,169,331,99.8404,0,255,0,0,100,1,1
23,504,89,-13.4897,0,255,0,0,100,1,1
24,182,165,108.495,0,255,0,0,100,1,1
25,478,13,178.665,0,255,0,0,100,1,1
26,461,535,-153.107,0,255,0,0,100,1,1
27,560,391,106.385,0,255,0,0,100,1,1
28,466,512,-45.7303,0,255,0,0,100,1,1
29,331,193,-75.5719,0,255,0,0,100,1,1
30,346,127,-152.151,0,255,0,0,100,1,1
31,457,499,42.4933,0,255,0,0,100,1,1
32,350,209,-140.783,0,255,0,0,100,1,1
33,69,32,-29.9064,0,255,0,0,100,1,1
34,452,545,26.8829,0,255,0,0,100,1,1
35,242,105,-173.297,0,255,0,0,100,1,1
36,383,91,-158.622,0,255,0,0,100,1,1
37,507,313,-173.773,0,255,0,0,100,1,1
38,312,83,-110.479,0,255,0,0,100,1,1
39,504,147,-35.6956,0,255,0,0,100,1,1
40,401,515,-15.4592,0,255,0,0,100,1,1
41,375,331,175.088,0,255,0,0,100,1,1
42,204,134,153.997,0,255,0,0,100,1,1
43,316,70,-97.5776,0,255,0,0,100,1,1
44,548,398,-48.1053,0,255,0,0,100,1,1
45,93,240,-144.03,0,255,0,0,100,1,1
46,473,49,94.8072,0,255,0,0,100,1,1
47,67,16,57.0437,0,255,0,0,100,1,1
48,99,13,-26.8743,0,255,0,0,100,1,1
49,195,500,71.9303,0,255,0,0,100,1,1
50,160,31,90.9018,0,255,0,0,100,1,1
51,228,534,81.5343,0,255,0,0,100,1,1
52,547,106,-51.4639,0,255,0,0,100,1,1
53,339,396,-143.12,0,255,0,0,100,1,1
54,536,47,-145.025,0,255,0,0,100,1,1
55,334,478,134.975,0,255,0,0,100,1,1
56,45,255,-103.897,0,255,0,0,100,1,1
57,505,13,-41.8811,0,255,0,0,100,1,1
58,59,284,-99.0566,0,255,0,0,100,1,1
59,426,217,-71.6933,0,255,0,0,100,1,1
60,573,250,-172.286,0,255,0,0,100,1,1
61,142,430,53.3389,0,255,0,0,100,1,1
62,460,89,75.2714,0,255,0,0,100,1,1
63,90,161,33.6894,0,255,0,0,100,1,1
64,111,294,-173.834,0,255,0,0,100,1,1
65,374,55,64.318,0,255,0,0,100,1,1
66,304,408,82.7897,0,255,0,0,100,1,1
67,426,231,70.6827,0,255,0,0,100,1,1
68,534,436,-8.28181,0,255,0,0,100,1,1
69,108,340,-21.7746,0,255,0,0,100,1,1
70,524,482,-28.8524,0,255,0,0,100,1,1
71,421,540,67.6607,0,255,0,0,100,1,1
72,142,164,164.215,0,255,0,0,100,1,1
73,137,540,-132.388,0,255,0,0,100,1,1
74,524,102,126.638,0,255,0,0,100,1,1
75,38,72,-114.663,0,255,0,0,100,1,1
76,446,412,-43.4183,0,255,0,0,100,1,1
77,295,492,-68.3544,0,255,0,0,100,1,1
78,419,265,-136.535,0,255,0,0,100,1,1
79,88,251,100.956,0,255,0,0,100,1,1
80,364,370,127.093,0,255,0,0,100,1,1
81,377,322,130.874,0,255,0,0,100,1,1
82,493,191,-102.904,0,255,0,0,100,1,1
83,323,388,-44.2636,0,255,0,0,100,1,1
84,359,440,79.967,0,255,0,0,100,1,1
85,111,434,8.21554,0,255,0,0,100,1,1
86,459,375,135.537,0,255,0,0,100,1,1
87,234,233,79.9517,0,255,0,0,100,1,1
88,510,51,52.0668,0,255,0,0,100,1,1
89,56,373,36.0236,0,255,0,0,100,1,1
90,189,251,-89.7839,0,255,0,0,100,1,1
91,119,389,59.3579,0,255,0,0,100,1,1
92,405,413,95.0147,0,255,0,0,100,1,1
93,190,139,42.3019,0,255,0,0,100,1,1
94,28,214,9.16608,0,255,0,0,100,1,1
95,21,32,136.29,0,255,0,0,100,1,1
96,221,572,78.365,0,255,0,0,100,1,1
97,508,22,-50.0188,0,255,0,0,100,1,1
98,181,491,-60.3442,0,255,0,0,100,1,1
99,276,226,141.475,0,255,0,0,100,1,1
100,479,25,127.004,0,255,0,0,100,1,1
