### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
101,565,459,134.223,0,255,0,0,100,1,1
102,232,576,128.068,0,255,0,0,100,1,1
103,388,521,103.239,0,255,0,0,100,1,1
104,472,172,167.237,0,255,0,0,100,1,1
105,560,14,-129.08,0,255,0,0,100,1,1
106,358,160,118.955,0,255,0,0,100,1,1
107,483,130,-134.083,0,255,0,0,100,1,1
108,99,327,-169.574,0,255,0,0,100,1,1
109,421,529,172.449,0,255,0,0,100,1,1
110,571,475,-172.512,0,255,0,0,100,1,1
111,507,328,60.3423,0,255,0,0,100,1,1
112,433,69,80.5603,0,255,0,0,100,1,1
113,295,574,-140.227,0,255,0,0,100,1,1
114,66,264,42.6244,0,255,0,0,100,1,1
115,94,270,45.9837,0,255,0,0,100,1,1
116,249,553,-49.1395,0,255,0,0,100,1,1
117,335,538,-137.639,0,255,0,0,100,1,1
118,279,367,-110.97,0,255,0,0,100,1,1
119,103,200,-104.976,0,255,0,0,100,1,1
120,577,403,146.524,0,255,0,0,100,1,1
121,442,438,-94.6779,0,255,0,0,100,1,1
122,481,438,-147.777,0,255,0,0,100,1,1
123,20,250,76.497,0,255,0,0,100,1,1
124,564,189,-123.153,0,255,0,0,100,1,1
125,320,145,-78.6425,0,255,0,0,100,1,1
126,119,153,-86.1832,0,255,0,0,100,1,1
127,339,13,-98.8271,0,255,0,0,100,1,1
128,145,113,-7.98169,0,255,0,0,100,1,1
129,311,126,18.3267,0,255,0,0,100,1,1
130,509,543,133.501,0,255,0,0,100,1,1
131,506,252,-127.737,0,255,0,0,100,1,1
132,198,384,169.745,0,255,0,0,100,1,1
133,26,305,105.313,0,255,0,0,100,1,1
134,358,245,85.8837,0,255,0,0,100,1,1
135,109,574,176.912,0,255,0,0,100,1,1
136,262,341,-159.95,0,255,0,0,100,1,1
137,78,469,135.623,0,255,0,0,100,1,1
138,401,183,84.6756,0,255,0,0,100,1,1
139,229,159,130.904,0,255,0,0,100,1,1
140,42,351,123.805,0,255,0,0,100,1,1
141,50,350,127.497,0,255,0,0,100,1,1
142,579,478,-145.859,0,255,0,0,100,1,1
143,27,508,-85.5637,0,255,0,0,100,1,1
144,215,185,-108.329,0,255,0,0,100,1,1
145,215,559,-44.024,0,255,0,0,100,1,1
146,334,469,-146.708,0,255,0,0,100,1,1
147,53,244,79.6922,0,255,0,0,100,1,1
148,467,91,103.68,0,255,0,0,100,1,1
149,326,464,40.9869,0,255,0,0,100,1,1
150,525,497,87.036,0,255,0,0,100,1,1
151,547,27,46.3643,0,255,0,0,100,1,1
152,560,57,-129.304,0,255,0,0,100,1,1
153,574,200,44.2311,0,255,0,0,100,1,1
154,321,95,-64.1661,0,255,0,0,100,1,1
155,496,268,110.365,0,255,0,0,100,1,1
156,341,207,76.1074,0,255,0,0,100,1,1
157,430,163,-106.91,0,255,0,0,100,1,1
158,31,85,166.254,0,255,0,0,100,1,1
159,209,78,47.7213,0,255,0,0,100,1,1
160,418,581,61.709,0,255,0,0,100,1,1
161,21,370,-89.7155,0,255,0,0,100,1,1
162,494,218,41.2978,0,255,0,0,100,1,1
163,470,270,138.376,0,255,0,0,100,1,1
164,100,449,-23.9879,0,255,0,0,100,1,1
165,161,167,31.089,0,255,0,0,100,1,1
166,204,579,-78.8009,0,255,0,0,100,1,1
167,288,192,123.485,0,255,0,0,100,1,1
168,583,292,140.05,0,255,0,0,100,1,1
169,302,99,120.543,0,255,0,0,100,1,1
170,444,61,-105.945,0,255,0,0,100,1,1
171,106,151,-48.8725,0,255,0,0,100,1,1
172,408,241,25.4146,0,255,0,0,100,1,1
173,93,122,47.1007,0,255,0,0,100,1,1
174,445,126,47.9851,0,255,0,0,100,1,1
175,470,426,-140.185,0,255,0,0,100,1,1
176,524,528,-165.78,0,255,0,0,100,1,1
177,369,149,31.561,0,255,0,0,100,1,1
178,467,293,103.373,0,255,0,0,100,1,1
179,460,167,154.826,0,255,0,0,100,1,1
180,480,364,-43.0569,0,255,0,0,100,1,1
181,473,556,148.504,0,255,0,0,100,1,1
182,458,546,55.4073,0,255,0,0,100,1,1
183,426,74,64.0568,0,255,0,0,100,1,1
184,438,142,30.3078,0,255,0,0,100,1,1
185,535,418,-110.332,0,255,0,0,100,1,1
186,281,437,66.4004,0,255,0,0,100,1,1
187,128,308,73.5536,0,255,0,0,100,1,1
188,246,315,128.459,0,255,0,0,100,1,1
189,61,161,-33.0926,0,255,0,0,100,1,1
190,181,443,-113.972,0,255,0,0,100,1,1
191,449,270,-131.093,0,255,0,0,100,1,1
192,155,185,157.816,0,255,0,0,100,1,1
193,146,66,-11.5765,0,255,0,0,100,1,1
194,48,535,66.7942,0,255,0,0,100,1,1
195,174,85,-96.5531,0,255,0,0,100,1,1
196,34,509,-104.164,0,255,0,0,100,1,1
197,154,267,117.648,0,255,0,0,100,1,1
198,308,147,50.6401,0,255,0,0,100,1,1
199,483,531,117.028,0,255,0,0,100,1,1
200,347,97,-120.261,0,255,0,0,100,1,1
201,517,455,128.006,0,255,0,0,100,1,1
202,28,61,109.135,0,255,0,0,100,1,1
203,336,417,151.807,0,255,0,0,100,1,1
204,436,24,168.459,0,255,0,0,100,1,1
205,17,428,116.517,0,255,0,0,100,1,1
206,411,260,-102.088,0,255,0,0,100,1,1
207,161,406,-98.7711,0,255,0,0,100,1,1
208,336,40,127.571,0,255,0,0,100,1,1
209,121,227,51.4524,0,255,0,0,100,1,1
210,364,451,109.299,0,255,0,0,100,1,1
211,567,487,-127.073,0,255,0,0,100,1,1
212,563,569,40.3077,0,255,0,0,100,1,1
213,94,26,178.259,0,255,0,0,100,1,1
214,466,161,125.332,0,255,0,0,100,1,1
215,463,182,-176.708,0,255,0,0,100,1,1
216,39,546,-120.899,0,255,0,0,100,1,1
217,80,378,175.67,0,255,0,0,100,1,1
218,380,105,-31.4375,0,255,0,0,100,1,1
219,323,63,53.9973,0,255,0,0,100,1,1
220,470,457,-57.3238,0,255,0,0,100,1,1
221,571,328,-76.4651,0,255,0,0,100,1,1
222,131,338,113.948,0,255,0,0,100,1,1
223,520,243,-108.118,0,255,0,0,100,1,1
224,568,582,95.2036,0,255,0,0,100,1,1
225,522,359,-60.6256,0,255,0,0,100,1,1
226,181,211,-68.8017,0,255,0,0,100,1,1
227,292,179,37.9353,0,255,0,0,100,1,1
228,326,410,-140.97,0,255,0,0,100,1,1
229,473,340,-171.538,0,255,0,0,100,1,1
230,201,324,125.142,0,255,0,0,100,1,1
231,331,99,-2.6281,0,255,0,0,100,1,1
232,71,241,160.338,0,255,0,0,100,1,1
233,177,362,-163.744,0,255,0,0,100,1,1
234,426,485,58.8359,0,255,0,0,100,1,1
235,328,357,12.1608,0,255,0,0,100,1,1
236,79,121,26.0456,0,255,0,0,100,1,1
237,559,163,49.0951,0,255,0,0,100,1,1
238,195,340,71.3598,0,255,0,0,100,1,1
239,388,113,-6.89756,0,255,0,0,100,1,1
240,158,485,-41.61,0,255,0,0,100,1,1
241,374,545,138.161,0,255,0,0,100,1,1
242,507,429,-92.06,0,255,0,0,100,1,1
243,305,219,125.49,0,255,0,0,100,1,1
244,279,194,-68.6964,0,255,0,0,100,1,1
245,405,371,-109.223,0,255,0,0,100,1,1
246,378,43,-22.0997,0,255,0,0,100,1,1
247,33,478,162.361,0,255,0,0,100,1,1
248,418,546,-175.195,0,255,0,0,100,1,1
249,62,445,-145.849,0,255,0,0,100,1,1
250,32,275,87.9074,0,255,0,0,100,1,1
251,403,441,-172.145,0,255,0,0,100,1,1
252,431,530,123.025,0,255,0,0,100,1,1
253,122,148,173.197,0,255,0,0,100,1,1
254,228,438,106.081,0,255,0,0,100,1,1
255,378,343,-178.243,0,255,0,0,100,1,1
256,355,79,-50.7608,0,255,0,0,100,1,1
257,311,452,167.781,0,255,0,0,100,1,1
258,451,316,103.197,0,255,0,0,100,1,1
259,210,552,-37.2939,0,255,0,0,100,1,1
260,302,185,-39.4098,0,255,0,0,100,1,1
261,497,509,-0.0892007,0,255,0,0,100,1,1
262,178,222,156.551,0,255,0,0,100,1,1
263,153,348,27.3116,0,255,0,0,100,1,1
264,432,203,57.7471,0,255,0,0,100,1,1
265,374,210,-29.3169,0,255,0,0,100,1,1
266,25,124,-53.3755,0,255,0,0,100,1,1
267,545,37,-12.5802,0,255,0,0,100,1,1
268,575,67,121.764,0,255,0,0,100,1,1
269,30,553,86.6575,0,255,0,0,100,1,1
270,247,342,-114.797,0,255,0,0,100,1,1
271,144,390,-173.225,0,255,0,0,100,1,1
272,96,317,59.2306,0,255,0,0,100,1,1
273,434,264,-176.738,0,255,0,0,100,1,1
274,362,209,-157.709,0,255,0,0,100,1,1
275,361,383,-3.41786,0,255,0,0,100,1,1
276,267,49,-91.4063,0,255,0,0,100,1,1
277,19,65,-27.9599,0,255,0,0,100,1,1
278,165,142,-122.475,0,255,0,0,100,1,1
279,329,164,67.9217,0,255,0,0,100,1,1
280,12,477,-135.252,0,255,0,0,100,1,1
281,129,556,-127.362,0,255,0,0,100,1,1
282,355,572,114.11,0,255,0,0,100,1,1
283,456,444,-118.083,0,255,0,0,100,1,1
284,309,569,-141.628,0,255,0,0,100,1,1
285,166,175,-66.9213,0,255,0,0,100,1,1
286,214,484,-40.6391,0,255,0,0,100,1,1
287,481,104,-34.0176,0,255,0,0,100,1,1
288,402,20,-52.7596,0,255,0,0,100,1,1
289,341,172,169.65,0,255,0,0,100,1,1
290,228,134,-100.563,0,255,0,0,100,1,1
291,54,69,-12.8089,0,255,0,0,100,1,1
292,65,276,176.822,0,255,0,0,100,1,1
293,571,388,-164.988,0,255,0,0,100,1,1
294,557,34,-95.6808,0,255,0,0,100,1,1
295,407,518,106.717,0,255,0,0,100,1,1
296,175,411,43.167,0,255,0,0,100,1,1
297,559,107,168.002,0,255,0,0,100,1,1
298,441,571,162.113,0,255,0,0,100,1,1
299,336,444,-7.54614,0,255,0,0,100,1,1
300,488,546,67.3545,0,255,0,0,100,1,1
301,252,132,120.301,0,255,0,0,100,1,1
302,53,293,-131.535,0,255,0,0,100,1,1
303,570,358,-35.6956,0,255,0,0,100,1,1
304,98,166,77.8833,0,255,0,0,100,1,1
305,411,541,-36.4269,0,255,0,0,100,1,1
306,27,439,147.778,0,255,0,0,100,1,1
307,232,183,158.729,0,255,0,0,100,1,1
308,424,164,26.9171,0,255,0,0,100,1,1
309,124,171,143.476,0,255,0,0,100,1,1
310,192,514,-30.017,0,255,0,0,100,1,1
311,171,458,74.8369,0,255,0,0,100,1,1
312,167,558,46.3242,0,255,0,0,100,1,1
313,170,447,-85.0168,0,255,0,0,100,1,1
314,14,210,17.3374,0,255,0,0,100,1,1
315,531,347,57.6106,0,255,0,0,100,1,1
316,468,418,-32.8561,0,255,0,0,100,1,1
317,315,417,20.2554,0,255,0,0,100,1,1
318,173,62,-74.1718,0,255,0,0,100,1,1
319,486,397,133.846,0,255,0,0,100,1,1
320,179,516,159.541,0,255,0,0,100,1,1
321,267,547,84.0367,0,255,0,0,100,1,1
322,347,241,59.6402,0,255,0,0,100,1,1
323,319,331,101.621,0,255,0,0,100,1,1
324,256,50,-132.574,0,255,0,0,100,1,1
325,243,192,84.9705,0,255,0,0,100,1,1
326,530,19,-142.198,0,255,0,0,100,1,1
327,459,527,134.726,0,255,0,0,100,1,1
328,466,19,101.139,0,255,0,0,100,1,1
329,28,50,-54.0523,0,255,0,0,100,1,1
330,301,105,-130.497,0,255,0,0,100,1,1
331,148,189,-7.01894,0,255,0,0,100,1,1
332,85,575,23.4259,0,255,0,0,100,1,1
333,135,192,-115.845,0,255,0,0,100,1,1
334,517,120,86.3152,0,255,0,0,100,1,1
335,17,500,76.0551,0,255,0,0,100,1,1
336,386,48,-22.3955,0,255,0,0,100,1,1
337,535,410,-26.4112,0,255,0,0,100,1,1
338,113,257,61.6713,0,255,0,0,100,1,1
339,422,33,118.076,0,255,0,0,100,1,1
340,326,175,-97.6564,0,255,0,0,100,1,1
341,354,536,151.741,0,255,0,0,100,1,1
342,484,502,-94.7512,0,255,0,0,100,1,1
343,164,416,-158.235,0,255,0,0,100,1,1
344,72,527,-90.4034,0,255,0,0,100,1,1
345,17,391,-98.8813,0,255,0,0,100,1,1
346,568,293,9.29885,0,255,0,0,100,1,1
347,85,316,48.9659,0,255,0,0,100,1,1
348,173,465,-50.5103,0,255,0,0,100,1,1
349,314,343,65.8311,0,255,0,0,100,1,1
350,97,564,137.759,0,255,0,0,100,1,1
351,241,512,106.244,0,255,0,0,100,1,1
352,28,25,149.399,0,255,0,0,100,1,1
353,273,491,52.7643,0,255,0,0,100,1,1
354,70,25,57.0803,0,255,0,0,100,1,1
355,241,135,98.9337,0,255,0,0,100,1,1
356,44,109,-31.9041,0,255,0,0,100,1,1
357,389,33,-113.003,0,255,0,0,100,1,1
358,146,122,-127.631,0,255,0,0,100,1,1
359,78,278,-147.672,0,255,0,0,100,1,1
360,337,325,-173.956,0,255,0,0,100,1,1
361,390,345,-125.332,0,255,0,0,100,1,1
362,503,371,-2.62601,0,255,0,0,100,1,1
363,230,80,-64.705,0,255,0,0,100,1,1
364,248,68,-113.043,0,255,0,0,100,1,1
365,395,408,144.665,0,255,0,0,100,1,1
366,300,471,-176.412,0,255,0,0,100,1,1
367,385,466,114.009,0,255,0,0,100,1,1
368,71,439,-77.1553,0,255,0,0,100,1,1
369,459,482,154.22,0,255,0,0,100,1,1
370,274,519,150.817,0,255,0,0,100,1,1
371,504,402,-132.701,0,255,0,0,100,1,1
372,576,348,-30.2342,0,255,0,0,100,1,1
373,71,493,-14.6151,0,255,0,0,100,1,1
374,257,156,169.979,0,255,0,0,100,1,1
375,471,366,-79.8097,0,255,0,0,100,1,1
376,197,203,159.127,0,255,0,0,100,1,1
377,397,480,58.9331,0,255,0,0,100,1,1
378,221,165,130.643,0,255,0,0,100,1,1
379,177,393,58.9979,0,255,0,0,100,1,1
380,582,177,19.0653,0,255,0,0,100,1,1
381,204,424,150.266,0,255,0,0,100,1,1
382,23,94,-88.6848,0,255,0,0,100,1,1
383,49,519,-100.327,0,255,0,0,100,1,1
384,71,229,-149.919,0,255,0,0,100,1,1
385,163,262,144.092,0,255,0,0,100,1,1
386,161,438,-84.3244,0,255,0,0,100,1,1
387,218,132,174.728,0,255,0,0,100,1,1
388,297,315,-101.427,0,255,0,0,100,1,1
389,553,330,17.5557,0,255,0,0,100,1,1
390,324,293,84.1915,0,255,0,0,100,1,1
391,414,559,-102.238,0,255,0,0,100,1,1
392,245,289,-112.446,0,255,0,0,100,1,1
393,98,103,-95.346,0,255,0,0,100,1,1
394,262,24,169.812,0,255,0,0,100,1,1
395,92,576,-172.833,0,255,0,0,100,1,1
396,65,185,-115.161,0,255,0,0,100,1,1
397,266,147,-129.614,0,255,0,0,100,1,1
398,447,256,98.4594,0,255,0,0,100,1,1
399,211,350,84.6152,0,255,0,0,100,1,1
400,31,121,120.41,0,255,0,0,100,1,1
401,407,524,-177.143,0,255,0,0,100,1,1
402,173,491,27.1119,0,255,0,0,100,1,1
403,369,42,-35.1847,0,255,0,0,100,1,1
404,476,300,-94.1517,0,255,0,0,100,1,1
405,233,362,77.2107,0,255,0,0,100,1,1
406,554,268,147.09,0,255,0,0,100,1,1
407,493,229,70.0968,0,255,0,0,100,1,1
408,578,153,-38.3826,0,255,0,0,100,1,1
409,172,214,-41.5278,0,255,0,0,100,1,1
410,23,148,-29.1645,0,255,0,0,100,1,1
411,338,347,135.863,0,255,0,0,100,1,1
412,74,337,-64.0074,0,255,0,0,100,1,1
413,253,83,33.0101,0,255,0,0,100,1,1
414,299,483,132.333,0,255,0,0,100,1,1
415,191,506,-64.7694,0,255,0,0,100,1,1
416,126,215,-74.8778,0,255,0,0,100,1,1
417,185,425,100.326,0,255,0,0,100,1,1
418,258,456,-34.5192,0,255,0,0,100,1,1
419,515,171,110.047,0,255,0,0,100,1,1
420,469,29,130.823,0,255,0,0,100,1,1
421,573,510,56.3522,0,255,0,0,100,1,1
422,152,274,-109.067,0,255,0,0,100,1,1
423,251,201,-4.45524,0,255,0,0,100,1,1
424,203,546,32.2032,0,255,0,0,100,1,1
425,38,285,135.987,0,255,0,0,100,1,1
426,237,390,-118.708,0,255,0,0,100,1,1
427,205,162,-145.355,0,255,0,0,100,1,1
428,321,14,85.8064,0,255,0,0,100,1,1
429,583,438,141.889,0,255,0,0,100,1,1
430,320,345,166.65,0,255,0,0,100,1,1
431,232,378,-131.43,0,255,0,0,100,1,1
432,231,513,-60.4166,0,255,0,0,100,1,1
433,586,134,52.31,0,255,0,0,100,1,1
434,391,561,-7.40193,0,255,0,0,100,1,1
435,285,494,14.2684,0,255,0,0,100,1,1
436,14,546,-107.36,0,255,0,0,100,1,1
437,284,407,-137.85,0,255,0,0,100,1,1
438,76,62,86.4029,0,255,0,0,100,1,1
439,94,540,-0.363572,0,255,0,0,100,1,1
440,166,321,168.763,0,255,0,0,100,1,1
441,219,415,-68.9969,0,255,0,0,100,1,1
442,413,418,-155.191,0,255,0,0,100,1,1
443,474,438,-110.49,0,255,0,0,100,1,1
444,175,150,179.8,0,255,0,0,100,1,1
445,504,54,-28.5761,0,255,0,0,100,1,1
446,347,47,-41.8468,0,255,0,0,100,1,1
447,186,27,-112.975,0,255,0,0,100,1,1
448,37,433,68.7598,0,255,0,0,100,1,1
449,378,273,17.9463,0,255,0,0,100,1,1
450,337,273,-76.9196,0,255,0,0,100,1,1
451,574,312,-92.3504,0,255,0,0,100,1,1
452,49,51,98.3946,0,255,0,0,100,1,1
453,484,269,-162.211,0,255,0,0,100,1,1
454,459,297,31.1281,0,255,0,0,100,1,1
455,453,221,-138.456,0,255,0,0,100,1,1
456,483,561,-80.7004,0,255,0,0,100,1,1
457,351,576,-0.524968,0,255,0,0,100,1,1
458,146,210,140.157,0,255,0,0,100,1,1
459,344,458,-145.389,0,255,0,0,100,1,1
460,371,307,9.97754,0,255,0,0,100,1,1
461,399,423,120.915,0,255,0,0,100,1,1
462,300,387,113.636,0,255,0,0,100,1,1
463,268,427,70.8044,0,255,0,0,100,1,1
464,286,283,8.7654,0,255,0,0,100,1,1
465,77,268,-135.055,0,255,0,0,100,1,1
466,163,89,-62.1792,0,255,0,0,100,1,1
467,75,183,-69.6853,0,255,0,0,100,1,1
468,520,53,56.1536,0,255,0,0,100,1,1
469,513,336,-144.509,0,255,0,0,100,1,1
470,571,189,157.145,0,255,0,0,100,1,1
471,251,431,-178.986,0,255,0,0,100,1,1
472,123,421,59.9421,0,255,0,0,100,1,1
473,107,518,92.9173,0,255,0,0,100,1,1
474,133,68,42.619,0,255,0,0,100,1,1
475,35,129,47.1379,0,255,0,0,100,1,1
476,489,201,40.4119,0,255,0,0,100,1,1
477,90,62,-37.3341,0,255,0,0,100,1,1
478,140,467,-98.2807,0,255,0,0,100,1,1
479,36,381,25.2042,0,255,0,0,100,1,1
480,496,403,163.113,0,255,0,0,100,1,1
481,392,426,-17.9757,0,255,0,0,100,1,1
482,363,416,-29.5523,0,255,0,0,100,1,1
483,58,66,106.258,0,255,0,0,100,1,1
484,513,34,-112.554,0,255,0,0,100,1,1
485,555,288,93.9824,0,255,0,0,100,1,1
486,289,390,-38.3387,0,255,0,0,100,1,1
487,20,582,29.1948,0,255,0,0,100,1,1
488,77,312,6.16293,0,255,0,0,100,1,1
489,349,281,76.274,0,255,0,0,100,1,1
490,273,298,111.88,0,255,0,0,100,1,1
491,435,558,60.5196,0,255,0,0,100,1,1
492,553,205,-135.553,0,255,0,0,100,1,1
493,475,496,129.613,0,255,0,0,100,1,1
494,423,323,98.0892,0,255,0,0,100,1,1
495,526,540,-170.657,0,255,0,0,100,1,1
496,86,43,78.979,0,255,0,0,100,1,1
497,129,326,106.154,0,255,0,0,100,1,1
498,476,192,-10.0588,0,255,0,0,100,1,1
499,463,346,88.5878,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,219,242,1
1,377,125,1
2,426,573,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
